Description,Price
HC PERQ CLSR TCAT L ATR APNDGE,"$27,148.22 "
HC PRQ CARD ANGIO/ATHRECT 1 ART,"$29,290.33 "
HC PRQ CARD REVASC CHRONIC 1VSL,"$21,072.08 "
HC PRQ CARD REVASC CHRONIC ADDL,"$21,072.08 "
HC PRQ CARD REVASC MI 1 VSL,"$21,072.08 "
HC PRQ CARD STENT W/ANGIO 1 VSL,"$21,072.08 "
HC PRQ CARD STENT W/ANGIO ADDL,"$21,072.08 "
HC PRQ CARDIAC ANGIO ADDL ART,"$14,539.51 "
HC PRQ CARDIAC ANGIOPLAST 1 ART,"$14,539.51 "
HC PRQ REVASC BYP GRAFT 1 VSL,"$21,072.08 "
HC PRQ REVASC BYP GRAFT ADDL,"$21,072.08 "
HC REM IAB ASSIST DEVICE PERCUTANEOUS,$271.69 
HC REMOVE VAD DIFFERENT SESSION,"$24,283.07 "
HC REMOVE&REPLACE PM GEN SINGL,"$17,482.19 "
HC REMV&REPLC PM GEN DUAL LEAD,"$18,210.31 "
HC REMV&REPLC PM GEN MULT LEADS,"$19,120.76 "
HC REPOS PREV IMPLTBL SUBQ DFB,"$10,015.02 "
HC RMVL & RPLCMT DFB GEN 2 LEAD,"$19,125.59 "
HC RMVL & RPLCMT DFB GEN MLT LD,"$20,820.92 "
HC RMVL OF SUBQ DEFIBRILLATOR,"$10,015.02 "
HC RMVL& REPLC PULSE GEN 1 LEAD,"$18,896.17 "
HC TRANSCATH OCCLUSION CNS,"$9,206.04 "
HC TRANSCATH RENAL SYMP DENERV BILAT,"$9,311.27 "
HC TUBE PERICARDIOSTOMY,"$3,855.49 "
HC 2D TTE FUP OR LMTD STD,$859.74 
"HC CATH/EP TTE, F-UP OR LMTD",$859.74 
HC COMP FETAL DOPPLER ECHO,$703.97 
HC DOPPLER COLOR FLOW ADD-ON,$730.54 
HC DOPPLER ECHO;LMITED F/UP,$761.93 
HC ECHO TRANSESOPHAGEAL (TEE),"$2,474.17 "
HC FETAL DOPPLER ECHO F/UP,$492.66 
HC FETAL ECHOCARD 2-D F/UP,"$1,677.22 "
HC STRESS TTE ONLY,"$2,528.51 "
HC TEE R-T IMG 2D W/PRB IMG ACQUISJ I&R,"$3,981.13 "
HC TRANSTHORAC ECH CONG,"$2,515.22 "
HC TRANSTHORAC ECH CONG FUP,"$1,785.89 "
HC TTE LIMITED,$859.74 
"HC TTE W OR WO FOL WCON,DOPPLER","$3,122.60 "
"HC TTE W/DOPPLER, COMPLETE","$3,122.60 "
HC CARDIOVASCULAR STRESS TEST,"$1,621.67 "
HC  VISUAL FIELD EXAMINATION(S),$177.50 
HC ADVNCD CARE PLAN 30 MIN,$629.31 
HC ADVNCD CARE PLAN ADDL 30 MIN,$590.75 
HC AUDIT/DAST 15-30 MIN,$93.46 
"HC DEBRIDE SKIN, FULL","$3,003.05 "
"HC DEBRIDE SKIN, PARTIAL","$1,441.46 "
HC DETERMINE REFRACTION,$126.79 
HC EYE EXAM & TREATMENT 1+VISITS,$265.65 
HC EYE EXAM NEW PATIENT 1+ VISITS,$332.06 
HC FQHC HIV COUNSELING AND TESTING VISIT,$265.65 
HC FQHC HIV COUNSELING VISIT (NO TESTING),$265.65 
HC FQHC INITIAL COMP HIV MEDICAL EVALUATION VISIT,$265.65 
HC FQHC MONITORING VST - ASYMPTOMATIC HIV DISEASE,$265.65 
HC FQHC POST-TEST HIV COUNSELING VISIT - POSITIVE RESULTS,$265.65 
HC FUNDUS PHOTOGRAPHY,$370.57 
HC GENETIC COUNSEL EST PATIENT 30MIN,$733.64 
HC GENETIC COUNSEL NEW PATIENT 60MIN,"$1,236.50 "
HC HOME VISIT EST PATIENT 25,$286.92 
HC HOME VISIT EST PATIENT 40,$439.17 
HC HOME VISIT EST PATIENT 60,$610.29 
HC INIT PM E/M NEW PAT 1-4 YRS 25,$183.39 
HC INIT PM E/M NEW PAT 65+ YRS 25,$183.39 
HC INIT PM E/M NEW PAT INF <1 YR 25,$183.39 
HC INIT PM E/M NEW PT 1-4YR,$183.39 
"HC INIT PM E/M, NEW PT INF",$183.39 
HC INTERM EYE EXAM EST PT,$265.65 
HC INTERM EYE EXAM NEW PT,$332.00 
HC LIMITED VISUAL FIELD EXAM,$131.11 
HC NEG PRESS WND TX <=50 SQ CM,"$1,084.14 "
HC NEG PRESS WOUND TX <=50 CM,$241.50 
HC OFFICE CONSULTATION,"$1,008.95 "
HC OFFICE O/P EST 5 MIN,$406.00 
HC OFFICE O/P EST 5 MIN 25,$406.00 
HC OFFICE OUTPT EST 10 MIN,$418.82 
HC OFFICE OUTPT EST 10 MIN 25,$418.82 
HC OFFICE OUTPT EST 25 MIN,$733.64 
HC OFFICE OUTPT EST 25 MIN 25,$733.64 
HC OFFICE OUTPT EST 40 MIN,"$1,115.42 "
HC OFFICE OUTPT EST 40 MIN 25,"$1,115.42 "
HC OFFICE OUTPT EST15 MIN,$502.87 
HC OFFICE OUTPT EST15 MIN 25,$502.87 
HC OFFICE OUTPT NEW 10 MIN,$458.70 
HC OFFICE OUTPT NEW 10 MIN 25,$458.70 
HC OFFICE OUTPT NEW 20 MINUTES,$462.98 
HC OFFICE OUTPT NEW 20 MINUTES 25,$462.98 
HC OFFICE OUTPT NEW 30 MIN,$688.06 
HC OFFICE OUTPT NEW 30 MIN 25,$688.06 
HC OFFICE OUTPT NEW 45 MIN,$736.48 
HC OFFICE OUTPT NEW 45 MIN 25,$736.48 
HC OFFICE OUTPT NEW 60 MIN,"$1,236.50 "
HC OFFICE OUTPT NEW 60 MIN 25,"$1,236.50 "
HC OPHTHALMOSCOPY; FOLLOW-UP,$135.48 
HC PER PM REEVAL EST PAT 65+ YR,$624.28 
HC PER PM REEVAL EST PAT 65+ YR 25,$624.28 
HC PER PM REEVAL EST PAT INF <1 YR 25,$624.28 
HC PER PM REEVAL EST PT INF,$624.28 
HC POST-OP FOLLOW-UP VISIT,$282.92 
HC PREV VISIT EST AGE 12-17,$624.28 
HC PREV VISIT EST AGE 12-17 25,$624.28 
HC PREV VISIT EST AGE 1-4,$624.28 
HC PREV VISIT EST AGE 1-4 25,$624.28 
HC PREV VISIT EST AGE 18-39 25,$624.28 
HC PREV VISIT EST AGE 40-64 25,$624.28 
HC PREV VISIT EST AGE 5-11,$624.28 
HC PREV VISIT EST AGE 5-11 25,$624.28 
HC PREV VISIT NEW AGE 12-17,$183.39 
HC PREV VISIT NEW AGE 12-17 25,$183.39 
HC PREV VISIT NEW AGE 18-39 25,$183.39 
HC PREV VISIT NEW AGE 40-64 25,$183.39 
HC PREV VISIT NEW AGE 5-11,$183.39 
HC PREV VISIT NEW AGE 5-11 25,$183.39 
"HC PREV VISIT, EST, AGE 18-39",$624.28 
"HC PREV VISIT, EST, AGE 40-64",$624.28 
"HC PREV VISIT, NEW, AGE 18-39",$183.90 
"HC PREV VISIT, NEW, AGE 40-64",$183.39 
"HC PREV VISIT, NEW, AGE 65+",$183.39 
"HC RAPID DESENSITIZATION, EA HR",$928.57 
HC SLIT LAMP PHOTOGRAPHY (EXT),$196.86 
"HC TELEHEALTH OFFICE OUTPT EST 15 MIN HE, GT",$502.87 
"HC TELEHEALTH OFFICE OUTPT EST 25 MIN HE, GT",$733.64 
HC TRANS CARE MGMT 14 DAY DISCH,$436.33 
HC TRANS CARE MGMT 7 DAY DISCH,$436.33 
HC VISUAL ACUITY SCREEN BILAT - QUAN,$76.07 
HC WOUND(S) CARE NON-SELECTIVE,$280.64 
HC ABUTMENT SUPPORTED CAST METAL CRO,"$1,777.00 "
HC ABUTMENT SUPPORTED PORCELAIN 6059,"$1,977.00 "
HC ABUTMENT SUPPORTED PORCELAIN 6060,"$1,850.00 "
HC ABUTMENT SUPPORTED PORCELAIN FUSE,"$1,814.00 "
HC ABUTMENT SUPPORTED PORCELAIN/CERA,"$1,977.00 "
HC ABUTMENT SUPPORTED RETAINER 6069,"$1,956.00 "
HC ABUTMENT SUPPORTED RETAINER FOR P,"$1,842.00 "
HC ADD CLASP TO EXISTING PARTIAL DEN,$351.00 
HC ADD TOOTH TO EXISTING PARTIAL DEN,$280.00 
HC ADJUST COMPLETE DENTURE - MANDIBU,$115.00 
HC ADJUST COMPLETE DENTURE - MAXILLA,$117.00 
HC ADJUST MAXILLOFACIAL PROSTH APPL,$700.00 
HC ADJUST PARTIAL DENTURE - MANDIBUL,$115.00 
HC ALVEOLOPLASTY IN CONJUNCTION 7311,$446.00 
HC ALVEOLOPLASTY IN CONJUNCTION WITH,$405.00 
HC ALVEOLOPLASTY NOT IN CONJUNC 7321,$655.00 
HC ALVEOLOPLASTY NOT IN CONJUNCTION,$647.00 
"HC AMALGAM - FOUR OR MORE SURFACES,",$325.00 
"HC AMALGAM - ONE SURFACE, PRIMARY OR",$175.00 
"HC AMALGAM - THREE SURFACES, PRIMARY",$276.00 
"HC AMALGAM - TWO SURFACES, PRIMARY O",$227.00 
HC ANTERIOR (EXCLUDING FINAL RESTORA,$891.00 
HC APEXIFIC/RECAL/PULP REGEN-INIT,$463.00 
HC APEXIFIC/RECALC/PULP REGEN-INTER,$371.00 
HC APEXIFICATION/RECALCIFICATION - F,$741.00 
HC APICOECTOMY/PERIRADICULAR SUR3410,$893.00 
HC APICOECTOMY/PERIRADICULAR SUR3421,$984.00 
HC APICOECTOMY/PERIRADICULAR SUR3425,"$1,132.00 "
HC APPLICATION OF DESENSITIZING MEDI,$93.00 
HC APPLICATION OF DESENSITIZING RESI,$117.00 
HC ASSESSMENT OF A PATIENT,$75.00 
"HC BEHAVIOR MANAGEMENT, BY REPORT",$247.00 
HC BICUSPID (EXCLUDING FINAL RESTORA,"$1,038.00 "
HC BIOPSY OF ORAL TISSUE - HARD (BON,$624.00 
HC BIOPSY OF ORAL TISSUE - SOFT,$432.00 
HC BITEWING - SINGLE FILM,$36.00 
HC BITEWINGS - FOUR FILMS,$80.00 
HC BITEWINGS - THREE FILMS,$69.00 
HC BITEWINGS - TWO FILMS,$56.00 
HC BONE REPLACEMENT GRAFT - EACH ADD,$760.00 
HC BONE REPLACEMENT GRAFT - FIRST SI,"$1,037.00 "
"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF HIGH RISK",$50.00 
"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF LOW RISK",$5.00 
"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF MODERATE RISK",$30.00 
"HC CASE PRESENTATION, DETAILED AND E",$193.00 
HC CEPHALOMETRIC FILM,$159.00 
HC CLINICAL CROWN LENGTHENING - HARD,$989.00 
HC CLOSED REDUCTION OF DISLOCATION,$890.00 
HC COMPLETE DENTURE - MANDIBULAR,"$2,101.00 "
HC COMPLETE DENTURE - MAXILLARY,"$2,140.00 "
HC COMPREHENSIVE ORAL EVALUATION - N,$220.00 
HC COMPREHENSIVE ORTHODONTIC TRE8090,"$7,358.00 "
HC COMPREHENSIVE PERIODONTAL EVALUAT,$129.00 
HC CONE BEAM BOTH JAWS,$600.00 
HC CONE BEAM CT IMAG-LIMITED FIEL,$325.00 
HC CONE BEAM FULL ARCH MAND,$400.00 
HC CONE BEAM FULL ARCH MAX,$400.00 
HC CONE BEAM INTERP BOTH JAWS,$558.00 
HC CONE BEAM INTERP FULL ARCH MAND,$400.00 
HC CONE BEAM INTERP FULL ARCH MAX,$400.00 
HC CONE BEAM INTERP LIMITED VIEW,$150.00 
HC CONSULTATION - DIAGNOSTIC SERVICE,$203.00 
"HC CORE BUILDUP, INCLUDING ANY PINS",$355.00 
HC CORONECTOMY,$639.00 
HC CROWN - FULL CAST HIGH NOBLE META,"$1,359.00 "
HC CROWN - FULL CAST NOBLE METAL,"$1,297.00 "
HC CROWN - FULL CAST PREDOMINANTLY B,"$1,262.00 "
HC CROWN - PORCELAIN FUSED TO HIGH N,"$1,359.00 "
HC CROWN - PORCELAIN FUSED TO PR2751,"$1,297.00 "
HC CROWN - PORCELAIN FUSED TO PREDOM,"$1,295.00 "
HC CROWN - PORCELAIN/CERAMIC,"$1,421.00 "
HC CROWN - PORCELAIN/CERAMIC SUBSTRA,"$1,433.00 "
HC CROWN - RESIN-BASED COMPOSITE (IN,"$1,142.00 "
"HC CROWN REPAIR, BY REPORT",$383.00 
HC CROWN-PORCELAIN FUSED TO HIGH6750,"$1,384.00 "
HC CROWN-PORCELAIN FUSED TO NOBLE,"$1,328.00 "
HC CUSTOM ABUTMENT - INCLUDES PLACEM,"$1,348.00 "
HC DENTAL CLINIC VISIT,$1.00 
HC DETAILED AND EXTENSIVE ORAL EVALU,$220.00 
HC DIAGNOSTIC CASTS,$154.00 
HC DISTAL OR PROXIMAL WEDGE PROCEDUR,$877.00 
HC DJUST PARTIAL DENTURE - MAXILLAR,$116.00 
HC EACH ADDITIONAL INDIRECTLY FA2953,$402.00 
HC EMERGENCY TRACHEOTOMY,"$1,907.00 "
HC EVALUATION FOR DEEP SEDATION OR GENERAL ANESTHESIA,$153.46 
HC EXCISION OF BENIGN LESION GREATER,$924.00 
HC EXCISION OF BENIGN LESION UP TO 1,$618.00 
HC EXCISION OF HYPERPLASTIC TISSUE -,$728.00 
HC EXTERNAL BLEACHING - PER ARCH,$518.00 
