Description,Price
FFP PHER DIV THAWED,"$1,857.00 "
IRR PRBC,"$1,857.00 "
IRR PRBC DIV,"$1,857.00 "
NEO FFP THAWED ALIQUOT,"$1,857.00 "
NEO PHER PLT IRR 7D ALIQUOT,"$1,857.00 "
PPLTLRIRR NOSPLITDIV,"$1,857.00 "
PHER PLT DIV,"$1,857.00 "
PHER PLT IRR DIV,"$1,857.00 "
PHER PLT LR IRR DIV,"$1,857.00 "
PHER PLT LR DIV,"$1,857.00 "
PHER PLT2 LR IRR DIV,"$1,857.00 "
PHER PLT2 LR DIV,"$1,857.00 "
PHER PLT3 LR IRR DIV,"$1,857.00 "
PHER PLT3 LR DIV,"$1,857.00 "
PHER RBC AS3,"$1,857.00 "
PHER RBC AS3 IRR,"$1,857.00 "
PHER RBC AS3 DIV,"$1,857.00 "
PHER RBC AS3 IRR DIV,"$1,857.00 "
PHER RBC AS3 LR IRR DIV,"$1,857.00 "
PHER RBC AS3 LR DIV,"$1,857.00 "
PHER RBC AS1 LR,"$1,857.00 "
PHER RBC AS1 LR DIV,"$1,857.00 "
PHER RBC1 AS3,"$1,857.00 "
PHER RBC1 AS3 IRR,"$1,857.00 "
PHER RBC1 AS3 DIV,"$1,857.00 "
PHER RBC1 AS3 IRR DIV,"$1,857.00 "
PHER RBC1 AS3 LR IRR DIV,"$1,857.00 "
PHER RBC1 AS3 LR DIV,"$1,857.00 "
PHER RBC1 AS1 LR IRR DIV,"$1,857.00 "
PHER RBC1 AS1 LR,"$1,857.00 "
PHER RBC1 AS1 LR DIV,"$1,857.00 "
PHER RBC1 AS1,"$1,857.00 "
PHER RBC1 AS1 DIV,"$1,857.00 "
PHER RBC2 AS3,"$1,857.00 "
PHER RBC2 AS3 IRR,"$1,857.00 "
PHER RBC2 AS3 DIV,"$1,857.00 "
PHER RBC2 AS3 IRR DIV,"$1,857.00 "
PHER RBC2 AS3 LR IRR DIV,"$1,857.00 "
PHER RBC2 AS3 LR DIV,"$1,857.00 "
PHER RBC2 AS1 LR IRR DIV,"$1,857.00 "
PHER RBC2 AS1 LR,"$1,857.00 "
PHER RBC2 AS1 LR DIV,"$1,857.00 "
PHER RBC2 AS1,"$1,857.00 "
PHER RBC2 AS1 DIV,"$1,857.00 "
PHERRBC AS3 LR,"$1,857.00 "
PHERRBC1 AS3 LR,"$1,857.00 "
PHERRBC2 AS3 LR,"$1,857.00 "
RBC AS1,"$1,857.00 "
RBC AS1 DIV,"$1,857.00 "
RBC AS1 IRR DIV,"$1,857.00 "
RBC AS1 IRR LO VOL,"$1,857.00 "
RBC AS1 IRR LO VOL DIV,"$1,857.00 "
RBC AS1 LR,"$1,857.00 "
RBC AS1 LR DIV,"$1,857.00 "
RBC AS1 LR IRR DIV,"$1,857.00 "
RBC AS2 DIV,"$1,857.00 "
RBC AS3,"$1,857.00 "
RBC AS3 DIV,"$1,857.00 "
RBC AS3 IRR,"$1,857.00 "
RBC AS3 IRR DIV,"$1,857.00 "
RBC AS3 LR,"$1,857.00 "
RBC AS3 LR DIV,"$1,857.00 "
RBC AS3 LR IRR DIV,"$1,857.00 "
RBC AS5,"$1,857.00 "
RBC AS5 DIV,"$1,857.00 "
RBC AS5 IRR,"$1,857.00 "
RBC AS5 IRR DIV,"$1,857.00 "
RBC AS5 LR,"$1,857.00 "
RBC AS5 LR DIV,"$1,857.00 "
RBC AS5 LR IRR DIV,"$1,857.00 "
RBC CP2D,"$1,857.00 "
RBC CP2D DIV,"$1,857.00 "
RBC CP2D IRR DIV,"$1,857.00 "
RBC CP2D LR,"$1,857.00 "
RBC CP2D LR IRR DIV,"$1,857.00 "
RBC CPD,"$1,857.00 "
RBC CPD DIV,"$1,857.00 "
RBC CPD IRR,"$1,857.00 "
RBC CPD IRR DIV,"$1,857.00 "
RBC CPD LR,"$1,857.00 "
RBC CPD LR DIV,"$1,857.00 "
RBC CPD LR IRR DIV,"$1,857.00 "
RBC CPDA,"$1,857.00 "
RBC CPDA IRR,"$1,857.00 "
RBC CPDA LR,"$1,857.00 "
RBC CPDA-1,"$1,857.00 "
RBC CPDA-1 DIV,"$1,857.00 "
RBC LR,"$1,857.00 "
RBC LR DIV,"$1,857.00 "
RBC LR IRR DIV,"$1,857.00 "
WASHED PRBC DIV,"$1,857.00 "
WASHED RBC IRR DIV,"$1,857.00 "
RBC AS3 LR IRR,"$1,892.00 "
DEGLYC REJUV RBC,"$4,467.00 "
DEGLYCD RBCS,"$4,467.00 "
NEO PHER PLT LR IRR,"$5,733.00 "
PHER PLT,"$5,733.00 "
PHER PLT 7D,"$5,733.00 "
PHER PLT IRR,"$5,733.00 "
PHER PLT IRR 7D,"$5,733.00 "
PHER PLT LR,"$5,733.00 "
PHER PLT LR IRR,"$5,733.00 "
PHER PLT2 LR IRR,"$5,733.00 "
PHER PLT2 LR,"$5,733.00 "
PHER PLT3 LR IRR,"$5,733.00 "
PHER PLT3 LR,"$5,733.00 "
PHERPLTLRIRR NOSPLIT,"$5,733.00 "
HLA PLTS,"$10,201.00 "
EKG,$348.00 
24 HR HOLTER W/SUPERIMPOSE REC,"$1,888.00 "
CARDIOVERSION - CO,"$5,634.00 "
DIALYSIS TX/PROCEDURES,"$6,306.00 "
CEPHALEXIN 250 MG/5 ML SUSP,$0.10 
ALUMINUM HYDROXIDE 320 MG/5 ML SUSP,$0.11 
MULTIVITAMIN TABLET,$0.16 
PSEUDOPHEDRINE 30 MG TABLET,$0.24 
CALCIUM CARBONATE 500 MG TAB (TUMS),$0.24 
CHOLECALCIFEROL 1000 INTL UNITS TAB,$0.26 
"VITAMIN A 10,000 UNITS CAPSULE",$0.27 
OXALIPLATIN 5MG/ML - 20 ML,$0.27 
VIT E 200 UNITS CAPSULE,$0.32 
DOCUSATE SODIUM 100 MG CAPSULE,$0.33 
PYRIDOXINE 50 MG TABLET,$0.35 
SIMETHICONE 80 MG TABLET,$0.35 
CITRIC ACID-POTASSIUM CITRATE 334 MG-1100 MG/5 ML LIQ,$0.37 
ASPIRIN REGULAR 325 MG TABLET,$0.38 
LACTOBACILLUS ACIDOPHILUS CAP,$0.42 
ASPIRIN 81 MG CHEW TABLET,$0.42 
INSULIN ISOPHANE 100 UNITS/ML INJ - 3 ML,$0.46 
INSULIN REGULAR 100 UNITS/ML INJ - 3 ML,$0.46 
MENTHOL 3 MG LOZENGE,$0.46 
SODIUM CHLORIDE 1 G TABLET,$0.50 
SODIUM BICARBONATE 650 MG TABLET,$0.50 
ASPIRIN 325 MG E.C. TABLET,$0.50 
ACETAMINOPHEN 325 MG TABLET,$0.54 
OXALIPLATIN 5MG/ML - 10 ML,$0.54 
FERROUS SULFATE 325 MG TABLET,$0.60 
ASCORBIC ACID 500 MG TABLET,$0.61 
IBUPROFEN 200 MG TABLET,$0.62 
FERROUS GLUCONATE 324 MG TABLET,$0.65 
BISACODYL 5 MG TABLET,$0.65 
SENNA 8.6 MG TABLET,$0.67 
INSULIN ISOPHANE/REGULAR 70/30- 3ML,$0.74 
METHOTREXATE PF 25 MG/ML INJ - 2 ML,$0.78 
CISPLATIN 1 MG/ML INJECTION - 50 ML,$0.81 
AMOXICILLIN 400 MG/5 ML SUSP,$0.88 
AMOXICILLIN ORAL SYRINGE 400 MG/5 ML,$0.89 
CALCIUM-VIT D 500MG-200UNITS TAB,$0.89 
ASPIRIN 81 MG E.C. TABLET,$0.90 
MULTIVIT W/ MIN THERAPEUTIC TAB,$0.96 
INSULIN DETEMIR 100 UNITS/ML INJ- 10ML,$0.97 
METOPROLOL 25 MG TABLET,$0.97 
CALCIUM CARBONATE 500 MG TAB (OSCAL),$0.98 
VITAMIN E 400 UNITS CAPSULE,$0.99 
ZINC SULFATE 220 MG CAPSULE,$1.07 
INSULIN LISPRO 100 UNITS/ML INJ - 3 ML,$1.08 
PREDNISONE 5 MG TABLET,$1.08 
VITAMIN A & D OINTMENT,$1.08 
POTASSIUM & SODIUM BICARB TABLET,$1.12 
BENZTROPINE 0.5 MG TABLET,$1.13 
DIPHENHYDRAMINE 25 MG CAPSULE,$1.13 
MAGIC MOUTHWASH W/NYSTATIN,$1.14 
PREDNISONE 10 MG TABLET,$1.20 
DIPHENHYDRAMINE 50 MG CAPSULE,$1.21 
ENALAPRIL 2.5 MG TABLET,$1.25 
MAGIC MOUTHWASH PLAIN,$1.27 
PROPOFOL 10 MG/ML INJ 20 ML,$1.29 
FLUORESCEIN OPHTHALMIC 1 MG STRIP,$1.30 
FUROSEMIDE 20 MG TABLET,$1.33 
MAGNESIUM OXIDE 400 MG TABLET,$1.33 
HYDROCHLOROTHIAZIDE 25 MG TABLET,$1.33 
LITHIUM 150 MG CAPSULE,$1.35 
ISONIAZID 300 MG TABLET,$1.40 
PROPYLTHIOURACIL 50 MG TABLET,$1.42 
ENALAPRIL 5 MG TABLET,$1.43 
FUROSEMIDE 40 MG TABLET,$1.51 
DONEPEZIL 5 MG TABLET,$1.57 
PREDNISONE 20 MG TABLET,$1.57 
CETIRIZINE 10 MG TABLET,$1.62 
ONDANSETRON 2 MG/ML INJ - 2 ML,$1.62 
AMITRIPTYLINE 10 MG TABLET,$1.62 
PHENOBARBITAL 16.2 MG TABLET,$1.64 
ENALAPRIL 10 MG TABLET,$1.65 
TRIHEXYPHENIDYL 2 MG TABLET,$1.65 
CHLORDIAZAPOXIDE 5 MG CAPSULE,$1.73 
RAMIPRIL 5 MG CAPSULE,$1.79 
MISOPROSTOL 25 MCG TABLET,$1.80 
HYDROMORPHONE 2 MG TABLET,$1.82 
GABAPENTIN 300 MG CAPSULE,$1.84 
SIMVASTATIN 40 MG TABLET,$1.87 
GLYCERIN PEDIATRIC SUPPOSITORY,$1.98 
IBUPROFEN 400 MG TABLET,$1.98 
ETOPOSIDE 20 MG/ML INJ,$2.01 
GLYCERIN ADULT SUPPOSITORY,$2.04 
ROPIVACAINE 0.2%- 200 ML SOLN,$2.06 
THIOTHIXENE 1 MG CAPSULE,$2.07 
BACITRACIN TOPICAL PACKET,$2.08 
CHLORDIAZAPOXIDE 25 MG CAPSULE,$2.09 
PREDNISONE 1 MG TABLET,$2.10 
CLONIDINE 0.1 MG TABLET,$2.11 
PENICILLIN V POTASSIUM 250MG TABLET,$2.11 
DIAZEPAM 2 MG TABLET,$2.18 
HALOPERIDOL 0.5 MG TABLET,$2.23 
BISACODYL 10 MG SUPPOSITORY,$2.24 
AMOXICILLIN 250 MG CAPSULE,$2.25 
GEMFIBROZIL 600 MG TABLET,$2.27 
OCULAR LUBRICANT SOLUTION,$2.27 
VITAMIN E 1000 INTL UNITS CAP,$2.28 
THYROID DESICCATED 90 MG TABLET,$2.28 
HYDRALAZINE 25 MG TABLET,$2.28 
NAPROXEN 500 MG TABLET,$2.30 
LITHIUM 300 MG TABLET,$2.32 
HYDROMORPHONE 4 MG TABLET,$2.33 
CHOLECALCIFEROL 400 INTL UNITS TAB,$2.35 
ALLOPURINOL 100 MG TABLET,$2.37 
PAROXETINE 20 MG TABLET,$2.39 
DICYCLOMINE 10 MG CAPSULE,$2.39 
MINERAL OIL BULK BOTTLE,$2.45 
FLUPHENAZINE 1 MG TABLET,$2.47 
DIVALPROEX SODIUM 250 MG DELAY RELEASE,$2.48 
PHENYLEPHRINE TOPICAL 0.25% SUPPOSITORY,$2.48 
THYROID DESICCATED 15 MG TAB,$2.49 
THEOPHYLLINE 100 MG TABLET,$2.50 
CHLORPROMAZINE 25 MG TAB,$2.54 
METOCLOPRAMIDE 10 MG TABLET,$2.57 
OCULAR LUBRICANT (REFRESH+) UD,$2.57 
PRAZOSIN 1 MG CAPSULE,$2.64 
CARBAMAZEPINE 100 MG TABLET,$2.65 
CHLORPROMAZINE 50 MG TAB,$2.67 
FOLIC ACID 1 MG TABLET,$2.67 
MEDROXYPROGESTERONE 2.5 MG TABLET,$2.69 
HYDROXYZINE PAMOATE 25MG CAPSULE,$2.69 
KANANA BANANA POWDER,$2.70 
IBUPROFEN 600 MG TABLET,$2.74 
GLYBURIDE 2.5 MG TABLET,$2.75 
PACLITAXEL 6 MG/ML INJECTION - 16.7 ML,$2.75 
SILVER NITRATE TOPICAL - STICK,$2.77 
AMMONIA INHALANT,$2.79 
LEVOTHYROXINE 25 MCG (0.025 MG) TAB,$2.80 
PENTOXIFYLLINE 400 MG TABLET,$2.81 
THIAMINE 100 MG TABLET,$2.82 
DIAZEPAM 5 MG TABLET,$2.89 
IBUPROFEN 800 MG TABLET,$2.90 
DOXEPIN 10 MG CAPSULE,$2.92 
OXYCODONE 5MG/APAP 325 MG TABLET,$2.96 
LOPERAMIDE 2 MG TABLET,$3.00 
DEXAMETHASONE 1 MG TABLET,$3.09 
PHENYTOIN 100 MG CAPSULE,$3.11 
CHLORPROMAZINE 10 MG TAB,$3.16 
HALOPERIDOL 1 MG TABLET,$3.16 
METHOTREXATE 25 MG/ML INJ - 2 ML,$3.18 
CYANOCOBALAMIN 1000 MCG TABLET,$3.20 
THYROID DESICCATED 60 MG TABLET,$3.24 
PSYLLIUM 6 G POWDER,$3.24 
AMITRIPTYLINE 25 MG TABLET,$3.29 
METHYLDOPA 250 MG TABLET,$3.31 
GLIPIZIDE 5 MG TABLET,$3.37 
LORAZEPAM 0.5 MG TABLET,$3.38 
POTASSIUM PHOS-SOD PHOS 1.25 G POWDER,$3.49 
DEXAMETHASONE 10 MG/ML INJ - 1 ML (INF),$3.49 
POTASSIUM CHLOR 20 MEQ/15 ML CUP,$3.51 
HYDROXYZINE HCL 25 MG TABLET,$3.55 
INDOMETHACIN 25 MG CAPSULE,$3.62 
PROPRANOLOL 10 MG TABLET,$3.67 
PROPRANOLOL 40 MG TABLET,$3.69 
OXYCODONE 5 MG TABLET,$3.69 
LISINOPRIL 10 MG TABLET,$3.75 
HYDROCHLOROTHIAZIDE 12.5 MG CAP,$3.82 
METHOCARBAMOL 500 MG TABLET,$3.84 
SPIRONOLACTONE 25 MG TABLET,$3.85 
SOTALOL 80 MG TABLET,$3.85 
DOXEPIN 25 MG CAPSULE,$3.86 
MAGNESIUM HYDROXIDE SUSP CUP,$3.86 
TERBUTALINE 2.5 MG TABLET,$3.89 
VALSARTAN 80 MG TABLET,$3.91 
TRAZODONE 50 MG TABLET,$3.92 
METHADONE 10 MG TABLET,$3.94 
GUAIFENESIN 600 MG TABLET,$3.95 
MULTIVITAMIN & INTRINSIC FACTOR CAPSULE,$3.96 
NORTRIPTYLINE 10 MG CAPSULE,$3.97 
NITROGLYCERIN 0.4 MG TABLET,$3.98 
METHIMAZOLE 5 MG TABLET,$4.00 
VANCOMYCIN- ADULT ORAL SOLN 50MG/ML,$4.02 
DILTIAZEM 30 MG TABLET,$4.04 
TRIAMTERENE/HCTZ  37.5 MG/25 MG CAP,$4.07 
GUAIFENESIN/DEXTROMETHORPHAN 10 ML CUP,$4.08 
CARBAMAZAPINE 200 MG TABLET,$4.08 
MESNA 100 MG/ML INJECTION,$4.11 
PANTOPRAZOLE 40 MG DELAYED RELEASE TAB,$4.14 
PACLITAXEL 6 MG/ML INJECTION - 50 ML,$4.20 
PENICILLIN V POTASSIUM 125 MG/5 ML SUSP- 200ML,$4.26 
MORPHINE IR 15 MG TABLET,$4.29 
DOCUSATE 100 MG/10 ML CUP,$4.32 
THIORIDAZINE 25 MG TABLET,$4.33 
GLIPIZIDE ER 5 MG TABLET,$4.35 
FERROUS SULFATE 300 MG/5 ML CUP,$4.41 
SMX-TMP 800 MG-160 MG TABLET,$4.48 
PACLITAXEL 6 MG/ML INJECTION - 5 ML,$4.59 
CITRIC ACID/SODIUM CITRATE 15 ML CUP,$4.59 
GUAIFENESIN S/F 200 MG/10 ML CUP,$4.59 
METRONIDAZOLE 250 MG TABLET,$4.71 
CODEINE 15 MG TABLET,$4.72 
GLYBURIDE 5 MG TABLET,$4.73 
CODEINE-GUAIFEN 10-100 MG/5 ML CUP,$4.77 
HYDRALAZINE 10 MG TABLET,$4.79 
CALCIUM CARBONATE 1250 MG/5 ML CUP,$4.80 
ATROPINE-DIPHENOXYLATE 0.025MG-2.5MG TAB,$4.80 
LITHIUM CARB 450 MG ER TABLET,$4.83 
LIDOCAINE 2% - 20 MG/ML - 20 ML INJ,$4.86 
PROMETHAZINE 25 MG TABLET,$4.87 
MECLIZINE 12.5 MG TABLET,$4.92 
SULFASALAZINE 500 MG TABLET,$5.03 
LEVOTHYROXINE 50 MCG (0.05 MG) TAB,$5.08 
PROCHLORPERAZINE 5 MG TABLET,$5.09 
VERAPAMIL 80 MG TABLET,$5.13 
METOPROLOL 50 MG TABLET,$5.15 
HYDROCORTISONE 10 MG TABLET,$5.16 
TAMOXIFEN 10 MG TABLET,$5.17 
SIMVASTATIN 20 MG TABLET,$5.23 
GABAPENTIN 100 MG CAPSULE,$5.25 
MORPHINE 2.5 MG SUPPOSITORY,$5.33 
POTASSIUM CHLORIDE 10 MEQ TABLET,$5.36 
LEVETIRACETAM 250 MG TABLET,$5.39 
OXYBUTYNIN 5 MG TABLET,$5.40 
ALLOPURINOL 300 MG TABLET,$5.47 
METOCLOPRAMIDE 10 MG/ 10 ML CUP,$5.49 
WARFARIN 1 MG TABLET,$5.54 
WARFARIN 2 MG TABLET,$5.54 
SUCRALFATE 1 G/10 ML SUSP,$5.56 
DEXAMETHASONE 4 MG TABLET,$5.58 
HYDROXYZINE HCL 10 MG TABLET,$5.61 
PHENYTOIN 50 MG TABLET,$5.62 
LEVOTHYROXINE 75 MCG (0.075 MG) TAB,$5.66 
MINERAL OIL 30 ML CUP,$5.67 
POTASSIUM PHOSPHATE 3 MMOL/ML SOLN- 5ML,$5.67 
"PANCRELIPASE 17,500/4200/10,000 CAP",$5.68 
ALPRAZOLAM 0.25 MG TABLET,$5.72 
LEVOTHYROXINE 150 MCG (0.15 MG) TAB,$5.79 
AMILORIDE 5 MG TABLET,$5.84 
GLIMEPIRIDE 2 MG TABLET,$5.87 
LEVOTHYROXINE 100 MCG (0.1 MG) TAB,$5.87 
PRAZOSIN 5 MG CAPSULE,$5.89 
MORPHINE 4MG/ML PF SYRINGE,$5.91 
ACETAMINOPHEN 325 MG SUPPOSITORY,$5.92 
DICLOXACILLIN 250 MG CAPSULE,$5.94 
ACETAZOLAMIDE 250 MG TABLET,$6.00 
GLIPIZIDE ER 2.5 MG TABLET,$6.01 
THIOTHIXENE 10 MG CAPSULE,$6.03 
NEPHROCAPS SOFTGEL,$6.05 
DULOXETINE 30 MG CAPSULE,$6.17 
IRON SUCROSE 20 MG/ML INJ - 5 ML,$6.19 
HYDROCODONE/APAP 5 MG-325 MG TABLET,$6.19 
ALUMINUM HYDROXIDE GEL CUP,$6.21 
GLIPIZIDE 10 MG TABLET,$6.21 
BENZONATATE 100 MG CAPSULE,$6.21 
CEPHALEXIN 250 MG CAPSULE,$6.24 
MEPERIDINE 50 MG TABLET,$6.25 
LORATADINE 10 MG TABLET,$6.32 
LOPERAMIDE 2 MG CAPSULE,$6.32 
ACETAMINOPHEN 650 MG SUPPOSITORY,$6.36 
TORSEMIDE 10 MG TABLET,$6.41 
PRENATAL MULTIVITAMIN TABLET,$6.42 
TEMAZEPAM 15 MG CAPSULE,$6.42 
HYOSCYAMINE 0.375 MG TABLET,$6.48 
APAP 120MG-CODEINE 12MG/5 ML CUP,$6.48 
BUPROPION 75 MG TABLET,$6.57 
NICOTINE 2 MG ORAL GUM,$6.58 
METHYLPHENIDATE 5 MG TABLET,$6.66 
CARBIDOPA-LEVODOPA 10-100 MG TAB,$6.71 
FLUDROCORTISONE 0.1 MG TABLET,$6.73 
BACLOFEN 10 MG TABLET,$6.81 
AL HYDROXIDE/MG HYDROX/SIMETHICONE CUP,$6.83 
LEVOTHYROXINE 125 MCG (0.125 MG) TAB,$6.83 
DAPTOMYCIN 500 MG INJECTION,$6.88 
SUCRALFATE 1 G TABLET,$6.91 
BUSPIRONE 5 MG TABLET,$6.94 
PERPHENAZINE 2 MG TABLET,$6.97 
METFORMIN 500 MG TABLET,$7.00 
ASPIRIN 300 MG SUPPOSITORY,$7.01 
HALOPERIDOL 5 MG TABLET,$7.02 
CEFAZOLIN 1 G INJECTION,$7.08 
MORPHINE 10 MG/ML - 1 ML VIAL,$7.11 
INDAPAMIDE 2.5 MG TABLET,$7.15 
TRAMADOL 50 MG TABLET,$7.16 
PRIMIDONE 50 MG TABLET,$7.17 
PRIMIDONE 250 MG TABLET,$7.17 
CLONAZEPAM 0.5 MG TABLET,$7.18 
BUMETANIDE 1 MG TABLET,$7.19 
ALBUTEROL MININEB 2.5MG/3ML,$7.20 
ATENOLOL 25 MG TABLET,$7.20 
NAPROXEN 250 MG TABLET,$7.20 
LORAZEPAM INTENSOL ORAL CONCENTRATE 2MG/ML,$7.22 
NORTRIPTYLINE 25 MG CAPSULE,$7.23 
ACETAMINOPHEN 120 MG SUPPOSITORY,$7.25 
BICALUTAMIDE 50 MG TABLET,$7.30 
ROPINIROLE 1 MG TABLET,$7.31 
ATROPINE 0.4 MG/ML INJECTION - 1 ML,$7.34 
CARBIDOPA-LEVODOPA 25-100 MG TAB,$7.38 
TORSEMIDE 20 MG TABLET,$7.38 
ZONISAMIDE 25 MG CAPSULE,$7.39 
POTASSIUM PHOS 3 MMOL/ML INJ- 5ML,$7.56 
NIFEDIPINE 10 MG CAPSULE,$7.59 
ACETAMINOPHEN/BUTALBITAL/CAFFEINE TAB,$7.59 
WARFARIN 7.5 MG TABLET,$7.61 
PHENYLEPHRINE 10 MG/ML INJ - 1 ML,$7.65 
ACETAMINOPHEN 650MG/20.3ML CUP,$7.65 
LEVOTHYROXINE 88 MCG (0.088 MG) TAB,$7.74 
MICONAZOLE 100 MG VAGINAL SUPPOSITORY,$7.78 
MECLIZINE 25 MG TABLET,$7.79 
ROPIVACAINE 0.5%- 30 ML SOLN,$7.82 
LISINOPRIL 5 MG TABLET,$7.83 
METHYL SALICYLATE CREAM,$7.83 
IMIPRAMINE 25 MG TABLET,$7.86 
FAMOTIDINE 10 MG/ML INJ- 2ML,$7.88 
CALCIUM ACETATE 667 MG CAPSULE,$7.90 
LEVOTHYROXINE 112 MCG (0.112 MG) TAB,$7.90 
MICONAZOLE 4% VAGINAL CREAM,$7.96 
GLYCOPYRROLATE 0.2 MG/ML INJ - 1 ML,$8.01 
HYDROXYZINE HCL 50 MG/ML INJ - 1 ML,$8.01 
FUROSEMIDE 20 MG/ 2 ML INJ,$8.01 
ATENOLOL 50 MG TABLET,$8.02 
MORPHINE SR 15 MG TABLET,$8.04 
SODIUM CHLORIDE 10% FOR SPUTUM INDUCTION,$8.10 
MEXILETINE 150 MG CAPSULE,$8.14 
DILTIAZEM 120 MG ER CAPSULE,$8.19 
PROPRANOLOL 60 MG LA CAPSULE,$8.21 
HYDROCORTISONE 25 MG SUPPOSITORY,$8.21 
AMOXICILLIN 875 MG TABLET,$8.24 
PROCHLORPERAZINE 10 MG TABLET,$8.29 
LIOTHYRONINE 5 MCG TABLET,$8.31 
HYOSCYAMINE 0.125 MG TABLET,$8.32 
NADOLOL 20 MG TABLET,$8.32 
STERILE WATER INJ - 10 ML,$8.37 
SODIUM BICARBONATE 8.4% INJ - 50 ML,$8.37 
SODIUM CHLORIDE 0.9% INJ - 10 ML,$8.37 
CARBIDOPA-LEVO CR 25-100 MG TAB,$8.38 
CARBIDOPA-LEVODOPA 25-250 MG TAB,$8.52 
DIPYRIDAMOLE 25 MG TABLET,$8.54 
METOCLOPRAMIDE 5 MG/ML INJ - 2 ML,$8.55 
BUMETANIDE 0.25 MG/ML INJECTION - 4 ML,$8.64 
BUPROPION 100 MG TABLET,$8.65 
CYCLOBENZAPRINE 10 MG TABLET,$8.72 
NAPROXEN 375 MG TABLET,$8.89 
LISINOPRIL 20 MG TABLET,$8.90 
MORPHINE ORAL 0.4MG/1ML SOLUTION,$9.00 
POTASSIUM CHLORIDE 2 MEQ/ML INJ - 10 ML,$9.09 
DILTIAZEM 300 MG ER CAPSULE,$9.26 
FENTANYL 0.05 MG/ML INJ - 2 ML,$9.27 
PROMETHAZINE 6.25 MG/5 ML U/D SYRUP,$9.27 
ACETAMINOPHEN 160 MG/5 ML CUP,$9.28 
AMPHETAMINE-DEXTROAMPHETAMINE 10 MG TAB,$9.35 
